MID,doi,title,abstract,type_of_reference,id,first_authors,publication_year,volume,number,notes,alternate_title3,url,note,keywords,issn,author_address,language,start_page,end_page,alternate_title2,date,access_date,place_published,publisher,../Data/Data_0_Synergy.csv,../Data/Data_1_old_replication.csv,included_Data_0_Synergy.csv,included_Data_1_old_replication.csv
M6977,10.1177/0333102417738202,"Headache Classification Committee of the International Headache Society (IHS) The International Classification of Headache Disorders, 3rd edition",,JOUR,RefID:4826-olesen2018headache,"['Olesen, J.']",2018.0,38,1,['L2003619286 2020-01-31 2021-06-15; ID: 16459'],Cephalalgia,https://www.embase.com/search/results?subaction=viewrecord&id=L2003619286&from=export http://dx.doi.org/10.1177/0333102417738202,Journal Article,"['acetylsalicylic acid', 'analgesic agent', 'caffeine', 'calcitonin gene related peptide', 'ergotamine', 'estrogen', 'histamine', 'nitric oxide', 'nonsteroid antiinflammatory agent', 'opiate', 'paracetamol', 'phosphodiesterase inhibitor', 'triptan derivative', 'abdominal migraine', 'acute closed angle glaucoma', 'acute headache', 'aircraft', 'alcohol consumption', 'altitude', 'angiography', 'angioplasty', 'Arnold Chiari malformation', 'arteriovenous malformation', 'aseptic meningitis', 'autonomic dysreflexia', 'bacterial meningitis', 'benign paroxysmal torticollis', 'benign recurrent vertigo', 'brain artery aneurysm', 'brain ischemia', 'brain tumor', 'burning mouth syndrome', 'CADASIL', 'carcinomatous meningitis', 'carotid artery disease', 'carotid artery stenting', 'cavernous hemangioma', 'central pain syndrome', 'cerebral sinus thrombosis', 'cerebrospinal fluid pressure', 'cervical carotid dissection', 'cervical vascular disorder', 'chromosome disorder', 'chronic cluster headache', 'chronic paroxysmal hemicrania', 'chronic short lasting unilateral neuralgiform headache attacks with cranial autonomic symptom', 'chronic SUNCT syndrome', 'chronic tension headache', 'chronic tension headache associated with pericranial tenderness', 'chronic tension headache not associated with pericranial tenderness', 'classical glossopharyngeal neuralgia', 'classical nervus intermedius neuralgia', 'closed angle glaucoma', 'cluster headache', 'cold stimulus headache', 'colloid cyst', 'cranial nerve tumor', 'cranial neuropathy', 'craniocervical dystonia', 'craniotomy', 'cyclic vomiting syndrome', 'depression', 'dialysis', 'disease association', 'disease classification', 'disease severity', 'diving', 'dural arteriovenous fistula', 'eclampsia', 'editorial', 'electroconvulsive therapy', 'endarterectomy', 'episodic cluster headache', 'episodic paroxysmal hemicrania', 'episodic short lasting unilateral neuralgiform headache attacks with cranial autonomic symptom', 'episodic SUNCT syndrome', 'episodic vertigo', 'external compression headache', 'external pressure headache', 'external traction headache', 'eye inflammation', 'face pain', 'familial hemiplegic migraine', 'familial hemiplegic migraine type 1', 'familial hemiplegic migraine type 2', 'familial hemiplegic migraine type 3', 'fasting', 'frequent episodic tension type headache', 'frequent episodic tension type headache associated with pericranial tenderness', 'frequent episodic tension type headache not associated with pericranial tenderness', 'gastrointestinal symptom', 'generalized anxiety disorder', 'genetic disorder', 'giant cell arteritis', 'glossopharyngeal neuralgia', 'head and neck disease', 'headache', 'headache and facial pain', 'hemicrania continua', 'hemiplegia', 'hemiplegic migraine', 'herpes zoster', 'homeostasis', 'human', 'hydrocephalus', 'hypercapnia', 'hypertension encephalopathy', 'hypnic headache', 'hypophysis disease', 'hypophysitis', 'hypothalamus disease', 'hypothyroidism', 'hypoxia', 'ictal epileptic headache', 'idiopathic intracranial hypertension', 'idiopathic painful glossopharyngeal neuropathy', 'idiopathic painful nervus intermedius neuropathy', 'Iinfrequent episodic tension type headache', 'infantile colic', 'infrequent episodic tension type headache associated with pericranial tenderness', 'infrequent episodic tension-type headache not associated with pericranial tenderness', 'ICHD-3', 'intracranial hypertension', 'ischemic ocular motor nerve palsy', 'jaw disease', 'lymphocytic hypophysitis', 'medical society', 'MELAS syndrome', 'meningoencephalitis', 'menstruation', 'migraine', 'migraine aura triggered seizure', 'migraine with aura', 'migraine with brainstem aura', 'migraine with typical aura', 'migraine without aura', 'migrainous infarction', 'moyamoya disease', 'multiple sclerosis', 'mycosis', 'neck tongue syndrome', 'nervous system inflammation', 'nervus intermedius neuralgia', 'neuritis', 'neurosarcoidosis', 'new daily persistent headache', 'nose disease', 'nummular headache', 'ophthalmoplegia', 'pain', 'painful glossopharyngeal neuropathy', 'painful optic neuritis', 'panic', 'paranasal sinus disease', 'parasitosis', 'paratrigeminal oculosympathetic syndrome', 'paroxysmal hemicrania', 'persistent headache', 'persistent idiopathic facial pain', 'pharynx disease', 'pheochromocytoma', 'post herpetic neuralgia of nervus intermedius', 'post-ictal headache', 'posttraumatic headache', 'posttraumatic stress disorder', 'preeclampsia', 'primary central nervous system vasculitis', 'primary cough headache', 'primary exercise headache', 'primary headache', 'primary headache associated with sexual activity', 'primary stabbing headache', 'primary thunderclap headache', 'probable chronic tension type headache', 'probable cold stimulus headache', 'probable external compression headache', 'probable external pressure headache', 'probable external traction headache', 'probable frequent episodic tension type headache', 'probable hemicrania continua', 'probable hypnic headache', 'probable infrequent episodic tension type headache', 'probable migraine', 'probable migraine with aura', 'probable migraine without aura', 'probable new daily persistent headache', 'probable nummular headache', 'probable paroxysmal hemicrania', 'probable primary cough headache', 'probable primary exercise headache', 'probable primary headache associated with sexual activity', 'probable primary stabbing headache', 'probable short lasting unilateral neuralgiform headache attack', 'probable tension type headache', 'probable trigeminal autonomic cephalalgia', 'psychosis', 'publication', 'recurrent disease', 'refraction error', 'remitting subtype hemicrania continua', 'retinal migraine', 'retinal vasculopathy with cerebral leukodystrophy', 'retropharyngeal tendonitis', 'reversible cerebral vasoconstriction syndrome', 'rhinosinusitis', 'secondary angiitis of the central nervous system', 'secondary glossopharyngeal neuralgia', 'secondary headache', 'secondary nervus intermedius neuralgia', 'separation anxiety', 'short lasting unilateral neuralgiform headache attack', 'short lasting unilateral neuralgiform headache attacks with cranial autonomic symptom', 'skull disease', 'sleep apnea syndromes', 'social phobia', 'somatization', 'spine disease', 'sporadic hemiplegic migraine', 'status migrainosus', 'Sturge Weber syndrome', 'styloid process', 'subarachnoid hemorrhage', 'substance abuse', 'SUNCT syndrome', 'syndrome of transient headache and neurological deficits with cerebrospinal fluid lymphocytosis', 'temporal bone', 'tension headache', 'Tolosa Hunt syndrome', 'tooth disease', 'transformed migraine', 'translational research', 'traumatic brain injury', 'travel', 'trigeminal autonomic cephalalgia', 'trigeminus neuralgia', 'trochlear headache', 'typical aura with headache', 'typical aura without headache', 'unremitting subtype hemicrania continua', 'unruptured saccular aneurysm', 'unruptured vascular malformation', 'vascular amyloidosis', 'vascular disease', 'vestibular migraine', 'virus encephalitis', 'virus meningitis', 'whiplash injury']",1468-2982 0333-1024,"J. Olesen, Headache Classification Committee, International Headache Society",English,1,211,,,,,,0.0,1.0,,
M7043,,Palliative care through illness trajectory,,JOUR,RefID:4756-nowels2017palliative,"['Nowels, D.', 'Vandekieft, G.', 'Matlock, D.']",2017.0,95,6,['Export Date: 16 October 2023; Cited By: 0; ID: 24760'],American Family Physician,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015618374&partnerID=40&md5=b7042ce1999100e8b4f0ad05178c9187,Journal Article,,,,,386,388,Am.Fam.Physician,,,,,0.0,1.0,,
M7130,10.1093/aje/kwy072,"RE: ""a DECADE of WAR: PROSPECTIVE TRAJECTORIES of POSTTRAUMATIC STRESS DISORDER SYMPTOMS among DEPLOYED US MILITARY PERSONNEL and the INFLUENCE of COMBAT EXPOSURE""",,JOUR,RefID:4663-nevin2018re:,"['Nevin, R. L.', 'Sohl, A. Z.', 'Chee, B. E. C.', 'Wang, Y. T.', 'Yuan, J. M.', 'Kohl, W. P.']",2018.0,187,7,['L623483876 2018-08-20 2018-08-22; ID: 16320'],American Journal of Epidemiology,https://www.embase.com/search/results?subaction=viewrecord&id=L623483876&from=export http://dx.doi.org/10.1093/aje/kwy072,Journal Article,"['mefloquine', 'combat exposure', 'disease association', 'disease duration', 'drug effect', 'drug exposure', 'exposure', 'human', 'letter', 'malaria control', 'mental disease', 'military deployment', 'posttraumatic stress disorder', 'risk factor', 'military personnel', 'United States']",1476-6256 0002-9262,"R.L. Nevin, Quinism Foundation, White River Junction, VT, United States",English,1573,1574,Am.J.Epidemiol.,,,,,0.0,1.0,,
M7469,10.1093/IJE/DYZ224,Data resource profile: Adult psychiatric morbidity survey (APMS),,JOUR,RefID:4284-mcmanus2021data,"['McManus, S.', 'Bebbington, P. E.', 'Jenkins, R.', 'Morgan, Z.', 'Brown, L.', 'Collinson, D.', 'Brugha, T.']",2021.0,49,,['L2011031330 2021-02-26 2021-05-27; ID: 15407'],International journal of epidemiology,https://www.embase.com/search/results?subaction=viewrecord&id=L2011031330&from=export http://dx.doi.org/10.1093/IJE/DYZ224,Journal Article,"['adult', 'alcoholism', 'antisocial personality disorder', 'article', 'attention deficit hyperactivity disorder', 'autism', 'bipolar disorder', 'borderline state', 'depression', 'drug dependence', 'England', 'ethics', 'ethnic group', 'generalized anxiety disorder', 'health care survey', 'household', 'human', 'interview', 'mental health', 'morbidity', 'obsessive compulsive disorder', 'panic', 'personality disorder', 'phobia', 'posttraumatic stress disorder', 'priority journal', 'psychiatry', 'psychological well-being', 'psychosis', 'questionnaire', 'research ethics', 'risk factor', 'social care', 'suicide attempt']",1464-3685 0300-5771,"S. McManus, National Centre for Social Research, 35 Northampton Sq, London, United Kingdom",English,361,362E,Int.J.Epidemiol.,,,,,0.0,1.0,,
M7637,10.1111/ejn.14428,ENCODS: A novel initiative to inspire young neuroscientists,,JOUR,RefID:4099-manrique-castano2019encods:,"['Manrique-Castano, D.', 'van Casteren, A.', 'Bouazza-Arostegui, B.', 'MacDonald, D. I.', 'Pfeiffer, P.', 'Bouazza, B. A.', 'Evangelista, R.', 'van Castersen, A.', 'Bres, E. E.', 'Contreras, S.', 'Manrique, D.', 'Martinez, E. M.', 'Pfeiffer, P.', 'Proels, S.', 'Schieferstein, N.', 'de Caravalho, T. S.', 'Brasanac, J.']",2019.0,49,9,['L628180918 2019-06-25 2019-07-01; ID: 16012'],European Journal of Neuroscience,https://www.embase.com/search/results?subaction=viewrecord&id=L628180918&from=export http://dx.doi.org/10.1111/ejn.14428,Journal Article,"['Alzheimer disease', 'art', 'artificial intelligence', 'brain function', 'consensus development', 'doctoral education', 'editorial', 'human', 'international cooperation', 'medical student', 'motor system', 'nervous system electrophysiology', 'nervous system inflammation', 'neuroscience', 'neuroscientist', 'optogenetics', 'Parkinson disease', 'posttraumatic stress disorder', 'priority journal', 'scientific misconduct', 'social behavior', 'virtual reality']",1460-9568 0953-816X,"D. Manrique-Castano, Department of Neurology, University Hospital Essen, Essen, Germany",English,1077,1083,Eur.J.Neurosci.,,,,,0.0,1.0,,
M7643,10.4088/JCP.14com09452,Resilience and other reactions to military deployment: The complex task of identifying distinct adjustment trajectories,,JOUR,RefID:4092-mancini2014resilience,"['Mancini, A. D.']",2014.0,75,9,['L606006148 2015-09-22 2015-09-28; ID: 17320'],Journal of Clinical Psychiatry,https://www.embase.com/search/results?subaction=viewrecord&id=L606006148&from=export http://dx.doi.org/10.4088/JCP.14com09452,Journal Article,"['acute stress', 'adjustment', 'bereavement', 'coping behavior', 'depression', 'disease exacerbation', 'emotional stability', 'human', 'life stress', 'military deployment', 'note', 'posttraumatic stress disorder', 'prediction', 'priority journal', 'psychological balance']",0160-6689,"A.D. Mancini, Department of Psychology, Pace University, Marks Hall, 861 Bedford Road, Pleasantville, NY, United States",English,e956,e957,J.Clin.Psychiatry,,,,,0.0,1.0,,
M7854,10.3389/fpsyt.2021.645687,"Editorial: Resilience: Life Events, Trajectories and the Brain",,JOUR,RefID:3865-lindert2021editorial:,"['Lindert, J.', 'Tüscher, O.']",2021.0,12,,['L634347629 2021-03-10 2021-08-26; ID: 15360'],Frontiers in Psychiatry,https://www.embase.com/search/results?subaction=viewrecord&id=L634347629&from=export http://dx.doi.org/10.3389/fpsyt.2021.645687,Journal Article,"['adaptive behavior', 'autonomic nervous system', 'cardiovascular system', 'circadian rhythm', 'clinical outcome', 'cognitive neuroscience', 'correlational study', 'developmental psychology', 'early life stress', 'editorial', 'emotion assessment', 'epigenetics', 'functional connectivity', 'functional magnetic resonance imaging', 'human', 'hypothalamus hypophysis adrenal system', 'immune system', 'inflammation', 'intestine flora', 'life event', 'neuroimaging', 'oxidative stress', 'posttraumatic stress disorder', 'prefrontal cortex', 'prevalence', 'psychological resilience', 'risk assessment', 'risk factor', 'sleep', 'social interaction', 'wellbeing']",1664-0640,"J. Lindert, Department of Social Work and Health, University of Applied Sciences, Emden/Leer, Emden, Germany",English,,,,,,,,0.0,1.0,,
M8022,,Brain neuromodulation surgery: State of the art,,JOUR,RefID:3681-lavano2016brain,"['Lavano, A.']",2016.0,60,2,['L612971118 2016-11-04 2016-11-09; ID: 17035'],Journal of neurosurgical sciences,https://www.embase.com/search/results?subaction=viewrecord&id=L612971118&from=export,Journal Article,"['Alzheimer disease', 'anorexia', 'brain depth stimulation', 'brain neuromodulation surgery', 'chronic cluster headache', 'chronic pain', 'clinical trial (topic)', 'depression', 'dystonia', 'electrode implantation', 'essential tremor', 'Gilles de la Tourette syndrome', 'human', 'Huntington chorea', 'major depression', 'medical device complication', 'motor cortex stimulation', 'neurosurgery', 'obesity', 'obsessive compulsive disorder', 'Parkinson disease', 'patient care', 'posttraumatic stress disorder', 'review']",1827-1855 0390-5616,"A. Lavano, Department of Neurosurgery, School of Medicine and Surgery, 'Magna Graecia' University, Catanzaro, Italy",English,178,180,J.Neurosurg.Sci.,,,,,0.0,1.0,,
M8171,10.1056/NEJMcpc2100277,Case 13-2021: A Newborn Girl with a Neck Mass,,JOUR,RefID:3519-koren2021case,"['Koren, D.', 'Sparger, K. A.', 'Shailam, R.', 'Sadow, P. M.']",2021.0,384,17,['L634892356 2021-05-13 2021-05-24; ID: 15290'],New England Journal of Medicine,https://www.embase.com/search/results?subaction=viewrecord&id=L634892356&from=export http://dx.doi.org/10.1056/NEJMcpc2100277,Journal Article,"['tracheostomy mask', 'tracheostomy tube', 'colecalciferol', 'contrast medium', 'lorazepam', 'pyridoxine', 'technetium 99m', 'thyrotropin', 'vitamin', 'adult', 'airway obstruction', 'anxiety disorder', 'Apgar score', 'article', 'asynclitism', 'aunt', 'birth injury', 'birth weight', 'blindness', 'branchial defect', 'branchiogenic cyst', 'breathing', 'bronchoscopy', 'capillary hemangioma', 'carotid artery', 'case report', 'cesarean section', 'clinical article', 'clinical decision making', 'congenital tumor', 'continuous positive airway pressure', 'developmental delay', 'diabetes mellitus', 'dystocia', 'echography', 'ectopic thymus', 'ectopic thyroid gland', 'elective surgery', 'endotracheal intubation', 'ex utero intrapartum treatment procedure', 'family history', 'father', 'female', 'fetal biophysical profile', 'fetus echography', 'fetus growth', 'follow up', 'foregut duplication cyst', 'fraction of inspired oxygen', 'G61R gene', 'ganglioneuroma', 'gene dosage', 'gene mutation', 'gestational age', 'glycemic control', 'grunting', 'head circumference', 'hearing impairment', 'hemangioendothelioma', 'high throughput sequencing', 'hospital admission', 'human', 'hypothyroidism', 'internal jugular vein', 'laboratory test', 'laryngoscopy', 'lung cyst', 'lymphatic malformation', 'magnetic resonance angiography', 'malpresentation', 'medical history', 'mother', 'MTHFR gene', 'multidisciplinary team', 'multigravida', 'nasal flaring', 'neck injury', 'neck tumor', 'neonatal intensive care unit', 'neuroblastoma', 'newborn', 'nodular follicular thyroid neoplasm', 'NRAS gene', 'nuclear magnetic resonance imaging', 'oxygen desaturation', 'patient referral', 'pentalogy of Cantrell', 'posttraumatic stress disorder', 'pregnancy', 'gestational diabetes', 'pregnancy termination', 'prenatal screening', 'primigravida', 'priority journal', 'risk reduction', 'sarcoma', 'second pregnancy', 'sister', 'sleep apnea syndromes', 'subchorionic hematoma', 'subcostal retraction', 'subdural hematoma', 'teratoma', 'third trimester pregnancy', 'thymus cyst', 'thyroglossal duct cyst', 'thyroid tumor', 'thyrotoxicosis', 'thyrotropin blood level', 'trachea', 'tracheostomy', 'transvaginal echography', 'uncle', 'vagina bleeding', 'vaginal delivery', 'vascularization', 'vein malformation', 'vertebra dislocation']",1533-4406 0028-4793,,English,1647,1655,N.Engl.J.Med.,,,,,0.0,1.0,,
M8207,10.1176/appi.ajp.2021.21090890,Neurocognitive Profiles Predict Susceptibility and Resilience to Posttraumatic Stress,,JOUR,RefID:3480-knight2021neurocognitive,"['Knight, D. C.']",2021.0,178,11,['Export Date: 16 October 2023; Cited By: 1; ID: 22390'],American Journal of Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121627474&doi=10.1176%2fappi.ajp.2021.21090890&partnerID=40&md5=d18ca68937b3741c70c72342a14c534d,Journal Article,,,,,991,993,Am.J.Psychiatry,,,,,0.0,1.0,,
M8377,10.1016/j.bbi.2023.08.028,The cellular cost of PTSD – From immediate impact to chronic consequences,,JOUR,RefID:3288-katrinli2023cellular,"['Katrinli, S.']",2023.0,114,,['Export Date: 16 October 2023; Cited By: 0; ID: 21070'],"Brain, behavior, and immunity",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169031216&doi=10.1016%2fj.bbi.2023.08.028&partnerID=40&md5=58c9b9f0ccf8133926138ba913b5d203,Journal Article,,,,,193,194,Brain Behav.Immun.,,,,,0.0,1.0,,
M8641,10.1093/ije/dyw025,Cohort Profile: The Australian Gulf War Veterans' Health Study cohort,,JOUR,RefID:2999-ikin2017cohort,"['Ikin, J. F.', 'Kelsall, H. L.', 'McKenzie, D. P.', 'Gwini, S. M.', 'Forbes, A. B.', 'Glass, D. C.', 'Mc Farlane, A. C.', 'Clarke, D.', 'Wright, B.', 'Del Monaco, A.', 'Sim, M. R.']",2017.0,46,1,['L616504346 2017-06-05 2018-08-10; ID: 16743'],International journal of epidemiology,https://www.embase.com/search/results?subaction=viewrecord&id=L616504346&from=export http://dx.doi.org/10.1093/ije/dyw025,Journal Article,"['uranium', 'air force', 'article', 'Australian', 'biological warfare', 'biological warfare agent', 'clinical examination', 'environmental exposure', 'follow up', 'health', 'human', 'interview', 'mortality', 'occupational exposure', 'priority journal', 'publication', 'questionnaire', 'smoke', 'veteran', 'war']",1464-3685 0300-5771,"J.F. Ikin, Monash University, The Alfred Centre, 99 Commercial Rd, Melbourne, VIC, Australia",English,31 and 31a,31h,Int.J.Epidemiol.,,,,,0.0,1.0,,
M8756,10.1097/CCM.0000000000003871,Understanding Cognitive Outcome Trajectories After Critical Illness∗,,JOUR,RefID:2873-hopkins2019understanding,"['Hopkins, R. O.']",2019.0,47,8,['Export Date: 16 October 2023; Cited By: 0; ID: 23610'],Critical Care Medicine,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069881309&doi=10.1097%2fCCM.0000000000003871&partnerID=40&md5=e1b427e85f4c6b450499d098fe50b127,Journal Article,,,,,1164,1166,Crit.Care Med.,,,,,0.0,1.0,,
M8860,10.3389/fncel.2022.883221,Editorial: Neuronal and Glial Alterations Caused by Viral Infections,,JOUR,RefID:2755-hernáez2022editorial:,"['Hernáez, B.', 'Viejo-Borbolla, A.', 'Cabrera, J. R.']",2022.0,16,,['L2015643518 2022-04-26 2022-04-28; ID: 14810'],Frontiers in Cellular Neuroscience,https://www.embase.com/search/results?subaction=viewrecord&id=L2015643518&from=export http://dx.doi.org/10.3389/fncel.2022.883221,Journal Article,"['Alzheimer disease', 'blood brain barrier', 'central nervous system infection', 'cognitive defect', 'editorial', 'glia cell', 'hippocampus', 'human', 'immune evasion', 'immune response', 'immunosuppressive treatment', 'motor dysfunction', 'nerve cell', 'nerve degeneration', 'nervous system inflammation', 'nonhuman', 'posttraumatic stress disorder', 'Severe acute respiratory syndrome coronavirus 2', 'viral tropism', 'virus infection', 'virus transmission', 'Zika virus']",1662-5102,"B. Hernáez, Centro de Biología Molecular Severo Ochoa (Consejo Superior de Investigaciones Científicas, Universidad Autónoma de Madrid), Madrid, Spain A. Viejo-Borbolla, Institute of Virology, Hannover Medical School, Hanover, Germany J.R. Cabrera, Labcorp Development, Project Management, Madrid, Spain",English,,,,,,,,0.0,1.0,,
M9029,10.3389/fpsyt.2022.1053988,Editorial: Affective self-regulation and mental disorders: A transdiagnostic disposition in psychopathology,,JOUR,RefID:2571-hairston2022editorial:,"['Hairston, I. S.']",2022.0,13,,['Export Date: 16 October 2023; Cited By: 0; ID: 21614'],Frontiers in Psychiatry,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144071235&doi=10.3389%2ffpsyt.2022.1053988&partnerID=40&md5=7ae55e0b9b2d249f6d5cb0dcd70f1d0b,Journal Article,,,,,,,,,,,,0.0,1.0,,
M9105,10.1016/S0140-6736(16)30602-X,Mental health surveillance after the terrorist attacks in Paris,,JOUR,RefID:2489-gruebner2016mental,"['Gruebner, O.', 'Sykora, M.', 'Lowe, S. R.', 'Shankardass, K.', 'Trinquart, L.', 'Jackson, T.', 'Subramanian, S. V.', 'Galea, S.']",2016.0,387,10034,['Export Date: 16 October 2023; Cited By: 39; ID: 25038'],The Lancet,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971350222&doi=10.1016%2fS0140-6736%2816%2930602-X&partnerID=40&md5=1dcb275a7fe48c5db09cae8ba66233fc,Journal Article,,,,,2195,2196,,,,,,0.0,1.0,,
M9106,10.1016/j.socscimed.2017.07.018,Big data opportunities for social behavioral and mental health research,,JOUR,RefID:2488-gruebner2017big,"['Gruebner, O.', 'Sykora, M.', 'Lowe, S. R.', 'Shankardass, K.', 'Galea, S.', 'Subramanian, S. V.']",2017.0,189,,['L617547047 2017-08-01 2018-07-03; ID: 16591'],Social Science and Medicine,https://www.embase.com/search/results?subaction=viewrecord&id=L617547047&from=export http://dx.doi.org/10.1016/j.socscimed.2017.07.018,Journal Article,"['access to information', 'classification', 'cluster analysis', 'depression', 'emotionality', 'health hazard', 'human', 'hurricane', 'information dissemination', 'machine learning', 'medical information', 'medical research', 'mental disease', 'mental health', 'mental health care', 'natural disaster', 'natural language processing', 'note', 'online system', 'posttraumatic stress disorder', 'psychological well-being', 'risk assessment', 'risk factor', 'social behavior', 'social interaction', 'social media', 'social network', 'social psychology', 'social support', 'suicidal behavior', 'terrorism']",1873-5347 0277-9536,"O. Gruebner, Humboldt-Universität zu Berlin, Geography Department, Unter den Linden 6, Berlin, Germany",English,167,169,,,,,,0.0,1.0,,
M9110,10.1176/appi.ps.201600402,Trajectory of PTSD symptom change in the course of exposure therapy among veterans with severe mental illness,,JOUR,RefID:2482-grubaugh2017trajectory,"['Grubaugh, A. L.', 'Davidson, T. M.', 'Brown, W.']",2017.0,68,8,['Export Date: 16 October 2023; Cited By: 1; ID: 24610'],Psychiatric Services,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026658561&doi=10.1176%2fappi.ps.201600402&partnerID=40&md5=316bdd14ac5c61bfb3bf8ed09497b45f,Journal Article,,,,,859,,,,,,,0.0,1.0,,
M9325,10.1093/jnci/djw254,"Symptom management: War problems, moonshot solutions?",,JOUR,RefID:2245-geiger2017symptom,"['Geiger, A. M.']",2017.0,109,4,['Export Date: 16 October 2023; Cited By: 0; ID: 24706'],Journal of the National Cancer Institute,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018184038&doi=10.1093%2fjnci%2fdjw254&partnerID=40&md5=ac122aec365342de8ec73320faf6a534,Journal Article,,,,,,,J.Natl.Cancer Inst.,,,,,0.0,1.0,,
M9406,10.4088/JCP.14com09372,Empirical characterization of heterogeneous posttraumatic stress responses is necessary to improve the science of posttraumatic stress,,JOUR,RefID:2157-galatzer-levy2014empirical,"['Galatzer-Levy, I.']",2014.0,75,9,['L606006146 2015-09-22 2015-09-28; ID: 17318'],Journal of Clinical Psychiatry,https://www.embase.com/search/results?subaction=viewrecord&id=L606006146&from=export http://dx.doi.org/10.4088/JCP.14com09372,Journal Article,"['acute stress disorder', 'anxiety', 'chronic stress', 'coping behavior', 'depression', 'disease severity', 'DSM-5', 'human', 'latent growth mixture modeling', 'nonhuman', 'note', 'posttraumatic stress disorder', 'priority journal', 'statistical model', 'symptom']",0160-6689,"I.R. Galatzer-Levy, Department of Psychiatry, NYU School of Medicine, New York University, 1 Park Ave., New York, NY, United States",English,e950,e952,J.Clin.Psychiatry,,,,,0.0,1.0,,
M9434,10.1111/camh.12580,Letter to the Editor: ‘It's my ADHD’,,JOUR,RefID:2127-fry2022letter,"['Fry, R.']",2022.0,27,3,['Export Date: 16 October 2023; Cited By: 1; ID: 21788'],Child and Adolescent Mental Health,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133926011&doi=10.1111%2fcamh.12580&partnerID=40&md5=9b7fe1b5b96a627a03a23670a139811b,Journal Article,,,,,318,,,,,,,0.0,1.0,,
M9558,10.1016/j.bpsc.2021.08.003,"Disentangling Amygdala Response After Early-Life Trauma: Reactivity, Habituation, and Symptom Profiles",,JOUR,RefID:1988-fineberg2021disentangling,"['Fineberg, S. K.']",2021.0,6,11,['Export Date: 16 October 2023; Cited By: 0; ID: 22435'],Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118549720&doi=10.1016%2fj.bpsc.2021.08.003&partnerID=40&md5=bc31c60c6be9d8fe9f75ae0153ae312f,Journal Article,,,,,1036,1037,,,,,,0.0,1.0,,
M9620,10.2471/BLT.17.202481,Cluster munitions: Military use and civilian health hazards,,JOUR,RefID:1923-fares2018cluster,"['Fares, J.', 'Fares, Y.']",2018.0,96,8,['L624022003 2018-09-28 2018-10-02; ID: 16489'],Bulletin of the World Health Organization,https://www.embase.com/search/results?subaction=viewrecord&id=L624022003&from=export http://dx.doi.org/10.2471/BLT.17.202481,Journal Article,"['abdominal injury', 'article', 'Candida', 'contamination', 'depression', 'environmental impact', 'Escherichia coli', 'health hazard', 'human', 'leg injury', 'maxillofacial injury', 'military phenomena', 'necrosis', 'penetrating trauma', 'postconcussion syndrome', 'posttraumatic stress disorder', 'Pseudomonas', 'social psychology', 'socioeconomics', 'thorax injury', 'traumatic brain injury', 'wound infection']",1564-0604 0042-9686,"J. Fares, Department of Neurosurgery, Lebanese University, Beirut, Lebanon",English,584,585,Bull.World Health Organ.,,,,,0.0,1.0,,
M9627,10.1093/ije/dyw013,Cohort Profile: The Wenchuan Earthquake Adolescent Health Cohort Study,,JOUR,RefID:1916-fan2017cohort,"['Fan, F.', 'Zhou, Y.', 'Mo, L.', 'Zhang, W.', 'Xie, J.', 'Liu, X.', 'Chen, S.', 'Liu, W.', 'Ye, Y.', 'Qin, Y.', 'Wang, Z.', 'Long, K.', 'Tang, K.', 'Han, Q.', 'Zhang, L.', 'Sun, S.', 'Zhu, Q.', 'Zheng, Y.', 'Cai, R.', 'Peng, T.', 'Shi, X.', 'Geng, F.']",2017.0,46,1,['Export Date: 16 October 2023; Cited By: 29; ID: 24683'],International journal of epidemiology,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019725918&doi=10.1093%2fije%2fdyw013&partnerID=40&md5=a2da1fb8b9826a83f317c692152456fb,Journal Article,,,,,27,28and28a,Int.J.Epidemiol.,,,,,0.0,1.0,,
